hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
11,1,slromerop,3.3.1.2.2,01 - AUDITORIA DE REGULARIDAD,TGE,"Hallazgo administrativo por el registro de hechos económicos en la cuenta 1110 depósitos en instituciones financieras sin tener en cuenta criterios de reconocimiento, medición y revelación establecidos en el marco normativo para entidades de gobierno.","Hallazgo administrativo por el registro de hechos económicos en la cuenta 1110 depósitos en instituciones financieras sin tener en cuenta criterios de reconocimiento, medición y revelación establecidos en el marco normativo para entidades de gobierno.",
12,1,slromerop,3.3.1.2.3,01 - AUDITORIA DE REGULARIDAD,DRH,"Hallazgo administrativo con presunta incidencia disciplinaria por incorrección de circunstancia sobre el saldo de la subcuenta 138408 cuotas partes pensionales por valor de $6.335.659.333, al 31 de diciembre del 2021, por registrar partidas que no representan el valor de derechos de cobro adquiridos por la UDFJC a las entidades que concurren para el pago de pensiones, en desarrollo de sus actividades,","El saldo reflejado en el estado de situación financiera al 31 de diciembre del 2021, en la subcuenta 138408 cuotas partes pensionales de $6.335.659.333 corresponde a las cuentas de cobro emitidas por la división de recursos humanos y radicada en las entidades cuota partistas pero no fue posible reconocer los derechos por cobrar a partir de la nómina de pensionados.",
13,1,slromerop,3.3.1.2.4,01 - AUDITORIA DE REGULARIDAD,DRH,"Hallazgo administrativo con presunta incidencia disciplinaria por incorrección de circunstancia en el saldo del auxiliar contable 138490 otras cuentas por cobrar, en cuantía de $1.928.165.320,  porque no se realizó la medición posterior por el valor de la transacción menos cualquier disminución por deterioro de valor y por lo tanto no representan el valor de derechos de cobro adquiridos por la UDFJC","Hallazgo administrativo con presunta incidencia disciplinaria por incorrección de circunstancia en el saldo del auxiliar contable 138490 otras cuentas por cobrar, por el registro de partidas que no han sido objeto de depuración, por $1.928.165.320,00, inconsistencia que, a peSAR de tener formuladas acciones en el plan de mejoramiento para superarla, no presentan avance a 31 de diciembre de 2021",
14,1,slromerop,3.3.1.2.5,01 - AUDITORIA DE REGULARIDAD,AGI,"Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre en cuantía de $234.408.131.370, en los saldos de cuentas del grupo 16 propiedades, planta y equipo, porque no se realizó la medición posterior por el costo menos la depreciación acumulada menos el deterioro acumulado, de los bienes muebles, cálculo manual de la depreciación de los bienes inmuebles, inexistencia de un sistema integrado que sustente técnicamente","La Universidad no cuenta con un sistema de información que sustente técnicamente el manejo de la información de los bienes muebles en servicio y en bodega y a 31 de diciembre del 2021, el aplicativo arka, utilizado a la fecha para el manejo de la información de los bienes de la Universidad, no refleja las valoraciones de los bienes muebles y no tiene incorporados los avalúos realizados a los bienes inmuebles en el año 2018, ni la actualización de la depreciación.",
15,1,slromerop,3.3.1.2.6,01 - AUDITORIA DE REGULARIDAD,OAS,"Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre en el saldo de las cuentas de 1710 bienes de uso público en servicio, en cuantía de $33.102.324.600, porque no se realizó la medición posterior por el costo menos la depreciación acumulada menos el deterioro acumulado, de los bienes.","No se realizó la medición posterior por el costo menos la depreciación acumulada menos el deterioro acumulado, de los bienes.",
16,1,slromerop,3.3.1.2.7,01 - AUDITORIA DE REGULARIDAD,VAF,"Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre sobre el componente jurídico del cálculo actuarial, falta de modificación de la denominación de la subcuenta 190408, falta de conciliación y revelación de los derechos originados en la concurrencia para el pago del pasivo pensional, conforme a lo previsto en la normatividad vigente.","Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre sobre el componente jurídico del cálculo actuarial, Falta de modificación de la denominación de la subcuenta 190408, Falta de conciliación y revelación de los derechos originados en la concurrencia para el pago del pasivo pensional, conforme a lo previsto en la normatividad vigente",
17,1,slromerop,3.3.1.2.8,01 - AUDITORIA DE REGULARIDAD,SCON,"Hallazgo administrativo con presunta incidencia disciplinaria por falta de certeza y confiabilidad de la información base que sustenta actualmente el cálculo actuarial, así como, por las diferencias que se presentan en la cuenta 2514 beneficios posempleo – pensiones, al cierre de la vigencia 2021","Por error que registrado doble vez el valor de cuotas partes pensionales tanto en la subcuenta 251410 cálculo actuarial de pensiones actuales, como, en la subcuenta 251414 cálculo actuarial de cuotas partes de pensiones, este saldo se ajustó en el mes de abril de 2022",
18,1,slromerop,3.3.1.2.9,01 - AUDITORIA DE REGULARIDAD,SCON,Hallazgo administrativo con presunta incidencia disciplinaria por falta de actualización de algunos procesos en el aplicativo siproj e inconsistencias en la información de procesos judiciales en contra de la UDFJC,"Falta de seguimiento y  capacitación a los responsables de alimentar el siproj, frente a las provisiones contables, la calificación de la contingencia y la radicación de los pagos de las sentencias judiciales.",
19,1,slromerop,3.3.1.2.10,01 - AUDITORIA DE REGULARIDAD,IDEXUD,"Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre en el saldo de la cuenta 2902 recursos recibidos en administración en cuantía de $17.956.487.575, debido a que al cierre de la vigencia 2021 se encuentran saldos de convenios terminados y liquidados, saldos sin información, saldos sin movimiento contable desde los años 2017, 2018, 2019 y 2020","Producto del proceso de homologación de la información contable a centros de costos,  situación en que la información fue trasladada sin alterar su esencia, dentro de las estimaciones del mismo se estableció que una vez homologada la información, esta entraría en una etapa de ""comparación"" con la información tal como se registraba en su origen, esto implica que si desde este la información contaba con errores, solo se ajustarían una vez se generaran estados de cuenta individuales.",
20,1,slromerop,3.3.1.2.11.,01 - AUDITORIA DE REGULARIDAD,SCON,"Hallazgo administrativo con presunta incidencia disciplinaria por incertidumbre en el saldo de la subcuenta 291026 ingresos recibidos por anticipado – servicios educativos, en cuantía de $12.825.620.004, por no representar el valor de los pagos recibidos de manera anticipada por la Universidad en desarrollo de su actividad y no reconocerlos como ingresos en la vigencia 2021","Producto del proceso de homologación de la información contable a centros de costos,  situación en que la información fue trasladada sin alterar su esencia, dentro de las estimaciones del mismo se estableció que una vez homologada la información, esta entraría en una etapa de ""comparación"" con la información tal como se registraba en su origen, esto implica que si desde este la información contaba con errores, solo se ajustarían una vez se generaran estados de cuenta individuales.",
21,1,slromerop,3.3.3.2.2,01 - AUDITORIA DE REGULARIDAD,OAPC,"Hallazgo administrativo con presunta incidencia disciplinaria por deficiente planeación en la baja ejecución de los recursos disponibles de estampilla y otras fuentes respecto a los giros efectuados durante la vigencia del 2021, en los proyectos de inversión","Ineficiente  ejecución en los recursos de inversión por parte de los gestores, inadecuado control en el seguimiento a los recursos de inversión.",
22,1,slromerop,3.3.3.2.3,01 - AUDITORIA DE REGULARIDAD,DRH,Hallazgo administrativo con presunta incidencia disciplinaría por pago excepcional de horas extras incumpliendo lo consignado en la resolución 004 de marzo 4 de 2003 del consejo superior y reiterado en la circular no. 004 del 18 de marzo de 2021 emitida por la rectoría de la UDFJC,Hallazgo administrativo con presunta incidencia disciplinaría por pago excepcional de horas extras incumpliendo lo consignado en la resolución 004 de marzo 4 de 2003 del consejo superior y reiterado en la circular no. 004 del 18 de marzo de 2021 emitida por la rectoría de la UDFJC.,
23,1,slromerop,3.3.3.2.4,01 - AUDITORIA DE REGULARIDAD,DRFC,"Hallazgo administrativo con presunta incidencia disciplinaría y fiscal en cuantía de $1.211.368, por pago de sancion administrativa en contra de la Universidad Francisco José de Caldas, en cumplimiento de la resolución 4456 del 15 de octubre de 2021, expedida por la secretaría Distrital de salud, por el incumplimiento de las disposiciones normativas de orden higiénico sanitario, desconociendo algunos derechos colectivos, consagrados en la Ley 9 de 1979","Incumplimiento de las disposiciones normativas de orden higiénico sanitario en la sede calle 34, que obedecen a situaciones de vandalismo  y hurto de elementos que dejaron inhabilitados baterías de baños y elementos de iluminación.",
24,1,slromerop,3.3.3.2.5,01 - AUDITORIA DE REGULARIDAD,SPR,"Hallazgo administrativo con presunta incidencia disciplinaria por falta de acciones tendientes a la liquidación de los contratos, depuración y/o pago, de los saldos de compromisos relacionados como pasivos exigibles de las vigencias del 2008 al 2020","No se reciben las solicitudes de anulación o pago de pasivos exigibles, de parte de los ordenadores del gasto dentro de la vigencia",
25,2,slromerop,3.1.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,Hallazgo administrativo por falta de información en el reporte al aplicativo sivicof de la totalidad de la contratación y por no registrar en el aplicativo el valor de las adiciones de algunos contratos para el convenio 114 de 2017.,Falta de conciliación entre los documentos de adición  suscritos y los reportados en el SIVICOF.,
26,2,slromerop,3.1.3,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,Hallazgo administrativo con presunta incidencia disciplinaria por debilidades y deficiencias en los controles implementados en el manejo de la información que se genera con ocasión a los compromisos contractuales celebrados.,"No se estrega oportunamente por parte de los supervisores, la información para el perfeccionamiento y ejecución de la contratación derivada de los  proyectos de extensión.",
27,2,slromerop,3.3.1.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo con presunta incidencia disciplinaria, penal y fiscal en cuantía de $160.887.975 por falta de evidencia de ejecución o reintegro de aportes, de apropiación y recaudo del bi, de reintegro de rendimientos financieros,  legalización de hechos cumplidos,  de documentos que sustenten la legalización de avances de transporte y del servicio de apoyo logístico a las actividades académicas en ejecución del cps no. 1883 de 2018, en el marco del cia no. 482073 del 2018.",No se ha formalizado el procedimiento para los cierres financieros de los proyectos de extensión.,
28,2,slromerop,3.3.2.2,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo con presunta incidencia disciplinaria por incumplimiento a lo establecido en el acuerdo 004 de 2013, artículo 15, proferido por el consejo superior de la Universidad Distrital Francisco José de Caldas.","A juicio del ente de control, la justificación que se deja plasmada en el acta del cce, respecto de la excepción del % de beneficio institucional en un proyecto, carece de argumentación y soporte jurídico. situación adversa a los soportes adjuntados en marco de esta  auditoría que evidencia el registro en el presupuesto del proyecto y la  aprobación del CCE cuya justificación se encuentra en marco del proyecto de educación media fortalecida con proyección a educación superior.",
29,2,slromerop,3.3.3.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo con presunta incidencia disciplinaria por el no cumplimiento de los requisitos previstos en el acuerdo no. 02 del 30 de julio de 2009 para el convenio interadministrativo no. 1931 de 2017. se realizó reconocimiento de servicios académicos remunerados “SAR”, con cargo a los recursos, sin generar el beneficio institucional.","Inexistencia de procedimientos definidos en el reconocimiento de un SAR, permitiendo que docentes realizaran actividades, sin contar con el soporte presupuestal que amparara las actividades a ejecutar.",
30,2,slromerop,3.3.5.2.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo con presunta incidencia disciplinaria, por suscribir actas de inicio en los contratos 1280 i y 1124 i de 2018, sin tener en cuenta las condiciones establecidas en la cláusula 11 de los contratos y desconociendo los presupuestos legales señalados en el artículo 23 de la ley 1150 de 2007, previa aprobación de la garantía única.",Falencia en actividades de la supervisión de los proyectos de extensión.,
31,2,slromerop,3.3.5.3.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo por la no justificación técnica, operativa y/o financiera que soporte la solicitud de prórroga.",Falencia en actividades de la supervisión de los proyectos de extensión.,
32,2,slromerop,3.3.5.4.1,02 - AUDITORIA DE DESEMPEÑO,IDEXUD,"Hallazgo administrativo con incidencia fiscal en cuantía de $18.750.000, y presunta incidencia disciplinaria por no atender el principio de planeación y economía en la celebración del contrato de arrendamiento CA153I.",No se elaboró los estudios previo para el contrato de arrendamiento ca 1153I  que permitieran realizar un análisis del mercado de acuerdo a las necesidades del proyecto.,
33,3,slromerop,1,Auditoría Interna,TGE,"En el Manual de Funciones, Resolución de Rectoría No 1101 de 2002 en la denominación del cargo de Tesorero General dentro de las funciones específicas al mismo se encuentran: numeral 3 Garantizar la calidad, veracidad y oportunidad en los trabajos realizados por la dependencia y el numeral 4 Efectuar oportunamente los pagos de obligaciones a cargo de la Universidad, las anteriores no son de total cumplimiento en lo relacionado a las obligaciones tributarias.”

","Se causo el hallazgo a raíz de la emergencia sanitaria, la cual obligo a realizar trabajo en casa y el aumento de la carga laboral, al igual que la capacitación e implementación de nuevas herramientas  tecnológicas como plataformas de reuniones virtuales, conectividad remota a los servidores de la universidad e implementación nueva de Secretaria de Hacienda Distrital llamado Bogdata lo que permite solicitar los recursos al distrito.",
34,3,slromerop,2,Auditoría Interna,TGE,"Falta de controles que permitan validar o verificar las actividades en materia tributaria asignadas a la sección de tesorería desde el proceso de causación, elaboración de los formularios tributarios hasta la debida presentación y pago”.",El hallazgo se genero por  la presentación extratemporaneidad de los formularios ,
35,3,slromerop,4,Auditoría Interna,TGE,Menor valor presentado y pagado en la declaración de retención en la fuente del periodo de mayo de 2020 y mayor valor presentado y pagado en la declaración del mes de junio de 2020,El hallazgo se presento por inconsistencia en la validación de la información para reportar en las declaraciones ,
36,3,slromerop,5,Auditoría Interna,TGE,"Publicación desactualizada del Registro Único Tributario en la página web de la UDFJC al ingresar por el link http://www1.udistrital.edu.co:8080/es/web/seccion-contabilidad/ , así mismo la fecha de actualización es del 23-08-2019",Este hallazgo se genero debido a la poca frecuencia  de monitoreo y seguimiento a los soportes cargados en la pagina para consulta de la sección de tesorería.,
37,4,slromerop,1,Auditoría Interna,IDEXUD,Datos Informativos (pág. 17)  Como se detalla en el Anexo 1 Matriz de hallazgos financieros existen convenios cuya ejecución presenta estado liquidado y a la fecha de corte de esta auditoría no han surtido el proceso para que se den por finalizados y su estado en el sistema sea el de Incorporado.,"Existencia  de múltiples estados de un proyecto en el aplicativo SIEXUD  ( 21 estados ) incluido el termino ""incorporado"", que no obedecen a la situación  o estado de un proyecto de Extensión, lo que conlleva a que no se realicen oportunamente  los cambios en los estados de los proyectos dentro del sistema , en sus diferentes fases de ejecución.",
38,4,slromerop,2,Auditoría Interna,IDEXUD,"1.1.1. Datos Informativos (pág. 17)
Como se detalla en el Anexo 1 Matriz de hallazgos financieros existen convenios cuya ejecución presenta estado liquidado y a la fecha de corte de esta auditoría no han surtido el proceso para que se den por finalizados y su estado en el sistema sea el de Incorporado.","Existencia  de múltiples estados de un proyecto en el aplicativo SIEXUD  ( 21 estados ) incluido el termino ""incorporado"", que no obedecen a la situación  o estado de un proyecto de Extensión, lo que conlleva a que no se realicen oportunamente  los cambios en los estados de los proyectos dentro del sistema , en sus diferentes fases de ejecución.",
39,4,slromerop,3,Auditoría Interna,IDEXUD,"1.1.2 Servicios Académicos Remunerados (pág. 19)
(Anexo 5)
Identificación de hallazgos relacionados con comprobación de saldos pendientes por pagar no inferiores al 30%
- Resoluciones Canceladas sobre convenios que no presentan estado liquidado.
- Resoluciones con saldos por pagar inferiores al 30% sobre convenios que no presentan estado liquidado.
- Convenios con estado liquidado que presentan saldos de resoluciones por pagar.",No se entrega en su integridad  los documentos para su aprobación al CCE. ,
40,4,slromerop,4,Auditoría Interna,IDEXUD,"1.1.2 Servicios Académicos Remunerados (pág. 20)
(Anexo 4)
Observaciones y diferencias surgidas en la revisión de pagos por Servicios Académicos Remunerados, bajo las siguientes comprobaciones:
- Valor aprobado en actas vs Valor en resoluciones emitidas
- Valor pagado en resolución vs Valor aprobado en actas
- Valor de órdenes de pago vs Valor aprobado en actas
",Fallas en los controles del Área de Gestión de Recursos Financieros en lo que respecta a los Pagos de los reconocimiento de SAR,
41,4,slromerop,5,Auditoría Interna,IDEXUD,"1.1.2 Servicios Académicos Remunerados (pág. 21)
Limitación en el alcance en origen de información (utilizada para prueba de comparación de Remuneración de SAR que no exceda del 100% de la remuneración salarial anual percibida) relacionada con Información sobre pagos salariales realizados por la Universidad a docentes para su consolidación por año y posterior comparación con el valor de SARES pagados. ","No se ha definido en un procedimiento del SIGUD,  para la  suscripción , aprobación y reconocimiento de los SAR.",
42,4,slromerop,6,Auditoría Interna,IDEXUD,"1.1.3. Análisis de presupuesto con relación a las órdenes de pago ejecutadas (pág. 23)
Resultado de la comparación presupuestal de los 162 convenios suministrados y las órdenes revisadas para cada uno, se observaron diferencias por un total de $11.688.326.079, cuyos valores se detallan en el Anexo 3  - Conciliación presupuesto y órdenes de pago, bajo los siguientes conceptos:
- Servicios Personales Administrativos
- Servicios Personales Académicos
- Gastos Generales
- Otros Gastos Generales
- Beneficio Institucional  ","* Fallas en la implementación de controles y seguimientos .
",
43,4,slromerop,7,Auditoría Interna,IDEXUD,"1.1.4 Caja Menor Convenios (pág. 23)
Identificación de diferencias en convenios sobre los cuales el valor presupuestado y aprobado en el concepto ""Otros Gastos"" es superior al 10% del valor total del convenio.","Disposiciones Normativas
Cumplimiento Resolución 503 de 2013 (art. 17)",
44,4,slromerop,8,Auditoría Interna,IDEXUD,"1.1.5. Hallazgos Financieros sobre la ejecución de convenios (pág. 25)
Identificación de 795 hallazgos sobre la revisión de 188 convenios para los años 2016 a 2018, detallados en Anexo 1 - Matriz de Hallazgos Financieros, clasificados bajo los siguientes conceptos:
- Control documental de soportes y versiones
- Convenio liquidado con saldos contables sin depurar
- Diferencias entre certificado de disponibilidad presupuestal y pagos ejecutados
- Diferencia entre documentación soporte y sistema presupuestal
- Diferencia entre sistema presupuestal y formato presupuestal aprobado
- Diferencia entre sistema presupuestal y sistema contable
- Diferencia entre sistema SIEXUD y presupuesto
- Diferencia entre sistema SIEXUD y sistema contable
- Diferencias en liquidación de órdenes de pago
- Documentos no suministrados a la auditoría
- Gastos ejecutados sin causalidad con el convenio
- Incumplimiento de la normatividad legal
- Oportunidad de registros contables
- Pagos sin evidencia de autorización
- Préstamos entre convenios
- Presupuesto sin ejecutar 
- Subejecución presupuestal
- Validación y cierre de convenios terminados",No actualización del formato de estado de cuentas para los proyectos de extensión,
45,4,slromerop,9,Auditoría Interna,IDEXUD,"1.1.5. Hallazgos Jurídicos sobre la ejecución de convenios (pág. 27)
2.1. Revisión Jurídica de convenios y contratos correspondiente a los años 2016 a 2018 (pág. 34)
En el Anexo 2 - Matriz de Hallazgos Jurídicos se relacionan 177 convenios que presentan observaciones generales como las siguientes, basados en la normatividad de la Universidad Distrital y el IDEXUD:
- No se evidenció tabla de retención documental (99%  de los convenios y contratos) (Ley 594 de 2000 y Circular Rectoría 3127 de 2011).
- Violación a lo preceptuado en Art. 23 Ley 80 de 1993 sobre principios de contratación estatal, así como falta de aplicación de Resol. Rectoría No. 503 de 2013.
- No aplicación del Art. 24 Ley 80 de 1993 y art.13 Ley 1150 de 2007 en lo referente a sección objetiva (contratación irregular personas naturales ejecutoras de proyectos o contratos suscritos por el IDEXUD (99% de contratos suscritos).
- No aplicación e incumplimiento del Estatuto de Contratación de la Universidad Distrital (Acuerdo 003 de 2015) (99% de contratos suscritos).
- No se evidencia existencia del presupuesto individual discriminado, según lo dispuesto en art. 7 del Acuerdo 004 de 2013 del Consejo Superior (99% de contratos suscritos).
- Falta al deber de planeación señalado en Ley 80 de 1993, así como falta de aplicación de Resolución 486 de 2006 (manual Interventoría y Supervisión UDFJC) al no detallar actividades de proyecto, traza documental, informes de supervisión, entre otros  (99% contratos suscritos).
- No se evidenció aplicación de formatos previstos para la contratación por el mismo Instituto (falta de aplicación de los formatos estandarizados de la UDFJC en la contratación de personas naturales y jurídicas) (99% contratos suscritos).
- No se observó la constitución de pólizas de los contratistas.
","* Fallas en la implementación de controles
* Disposiciones normativas",
46,4,slromerop,10,Auditoría Interna,IDEXUD,"1.2. Giros por Beneficio Institucional correspondiente a los años 2016 a 2018 (pág. 30)
2.2. Verificación de los Giros por Beneficio Institucional correspondiente a los años 2016 a 2018 (pág. 34 a 36)
Con base en las variables utilizadas para la realización de cálculo, la revisión de documentos soporte y relación de pagos a favor de la Universidad hecha por el Instituto, se estima que existe un saldo pendiente por pagar a la Universidad por concepto de Beneficio Institucional de $71.849.128","* Fallas en la implementación de controles
* Disposiciones normativas
(Acuerdo 004 de 2013 art. 15)",
47,4,slromerop,11,Auditoría Interna,IDEXUD,"2.2. Verificación de los Giros por Beneficio Institucional correspondiente a los años 2016 a 2018 - Otros Aspectos (pág. 36 a 38)
- Presentación de convenios que presentan disminución en tarifa y que no evidencian en actas los soportes que sustenten dichas disminuciones (convenios 6084 -6146 y 6183)
- No se evidenciaron registros contables 2016 a 2018 de convenio 6082 - 144 de 2016 con el FDL Rafael Uribe Uribe.
- En la validación de actas del Comité Central de Extensión 2016 a 2018, se identificaron 37 convenios no relacionados en dichas actas (pág. 37 y 38). ","* Fallas en la implementación de controles
* Disposiciones normativas
(Acuerdo 004 de 2013 art. 15)",
48,4,slromerop,12,Auditoría Interna,IDEXUD,"1.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 31 a 34)
2.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 39 a 52)
Gestión Administrativa - Principales Hallazgos
- Debilidades en el funcionamiento del Sistema de Gestión Documental, toda vez que el archivo físico no cuenta con un estado adecuado de conservación para el caso de los documentos que soportan la gestión del Instituto.
- Desarrollo de actividades establecidas dentro del proceso que no se han desarrollado con la periodicidad requerida. Tal es el caso de los informes de ejecución presupuestal, los cuales, al solicitar los correspondientes a los años 2012 a 2019, se indicó que para ese tiempo, el IDEXUD no proyectaba presupuesto, por lo cual, no se realizaba seguimiento a ejecuciones.",* Fallas en la implementación de controles,
49,4,slromerop,13,Auditoría Interna,IDEXUD,"1.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 31 a 34)
2.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 39 a 52)
Gestión de Desarrollo y Talento Humano - Principales Hallazgos
- Ausencia de segregación de funciones del líder del área.
- Las actividades indicadas en el Sistema de Gestión de Calidad no se realizan en su totalidad.  Por ejemplo, al verificar carpetas de algunos contratistas, se identificó que no se encontraba archivada la evidencia de la inducción a los mismos, actividad que se encuentra como parte del proceso de contratación que tiene el Instituto.",* Fallas en la implementación de controles,
50,4,slromerop,14,Auditoría Interna,IDEXUD,"1.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 31 a 34)
2.3. Auditoría a la Gestión Financiera y Administrativa del IDEXUD (pág. 39 a 52)
Gestión de Recursos Financieros - Principales Hallazgos
- El IDEXUD no tiene establecidos controles dentro de los subprocesos de la gestión financiera que garanticen la fiabilidad de la información contable.  Por ejemplo, se identificaron convenios de los años 2016 a 2018 que ya han sido liquidados y aún presentan saldos en el sistema contable SIIGO.  De igual forma, se encontraron 10 cuentas bancarias con saldos contables, de las cuales no se evidenciaron las conciliaciones correspondientes (pág. 45). 
- Ausencia de segregación de funciones en el área de Tesorería. ",* Fallas en la implementación de controles,
